Fecha,Origen,Modelo,Color,Descripcion,Talle,Cant.,Costo,Venta,PU Neto,%IIBB + Gast.,Ganancia,Para Local,Margen,GanD
06-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","53.999,00","$ 39.988,17","6479,88","8118,62","8.118,62",32%,"8.118,62"
07-ago,Local,,,CHG AVENT PAMPA X CUERO ENGR:LAG,,1,30000,"60.000,00","$ 54.000,00",,24000,"24.000,00",80%,"24.000,00"
07-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","49.999,00","$ 36.629,17","5999,88","7271,45","7.271,45",31%,"7.271,45"
08-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","49.999,00","$ 36.629,17","5999,88","7271,45","7.271,45",31%,"7.271,45"
08-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","49.999,00","$ 36.629,17","5999,88","7271,45","7.271,45",31%,"7.271,45"
09-ago,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,1,"19970,9895","43.999,00","$ 31.590,67","5279,88","6339,8","6.339,80",32%,"6.339,80"
09-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"23357,84","49.999,00","$ 36.629,17","5999,88","7271,45","7.271,45",31%,"7.271,45"
09-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,L,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
09-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","53.999,00","$ 39.988,17","6479,88","8118,62","8.118,62",32%,"8.118,62"
09-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,M,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
09-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,XXL,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
10-ago,ML,AULM080CNF,NA,Cuero Nobuk,M,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
10-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,M,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
10-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,L,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
11-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,S,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
11-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"23357,84","49.999,00","$ 36.629,17","5999,88","7271,45","7.271,45",31%,"7.271,45"
12-ago,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"16620,681","37.999,00","$ 27.495,17","4.559,88","6314,61","6.314,61",38%,"6.314,61"
12-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,M,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
12-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","42477,18","6959,88","10127,63","10.127,63",40%,"10.127,63"
13-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
13-ago,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"50269,8735","93.999,00","$ 73.578,17","11279,88","12028,42","12.028,42",24%,"12.028,42"
13-ago,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,L,1,"62061,3","159.999,00","$ 126.601,69","19199,88","45340,51","45.340,51",73%,"45.340,51"
13-ago,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,L,1,"62061,3","159.999,00","$ 126.601,69","19199,88","45340,51","45.340,51",73%,"45.340,51"
13-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
13-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
13-ago,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,L,1,"62061,3","159.999,00","$ 129.001,67","19199,88","47740,49","47.740,49",77%,"47.740,49"
14-ago,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,XL,1,"62061,3","159.999,00","$ 129.001,67","19199,88","47740,49","47.740,49",77%,"47.740,49"
14-ago,ML,Prov2,NA,Cuero Nobuk,XL,1,"47876,07","93.999,00","$ 73.578,17","11279,88","14422,22","14.422,22",30%,"14.422,22"
14-ago,ML,AULM080CEF,NE,Cuero Engrasado,XXL,1,"57716,274","129.999,00","$ 92.889,25","15599,88","19573,1","19.573,10",34%,"19.573,10"
15-ago,ML,KELM000ACE,TO,Gorra KENT+Caja,M,1,"18185,601","37.999,00","$ 27.495,17","4.559,88","4749,69","4.749,69",26%,"4.749,69"
15-ago,ML,850,,Cuchilla Artesanal Mission N16 C/ Chaira 0850,,1,"17953,8832","39.213,25","$ 28.089,77","1.568,53","8567,36","8.567,36",48%,"8.567,36"
15-ago,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,XL,1,"24372,0015","43.999,00","$ 31.590,67","3959,91","3258,76","3.258,76",13%,"3.258,76"
15-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,L,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
16-ago,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,XXL,1,"62061,3","159.999,00","$ 129.001,67","19199,88","47740,49","47.740,49",77%,"47.740,49"
18-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
18-ago,ML,AULM080CEF,MA,Cuero Engrasado,XS,1,"57716,274","114.999,00","$ 91.212,92","13799,88","19696,77","19.696,77",34%,"19.696,77"
18-ago,ML,VELM000AFE,NA,Gorra Vento Lagomarsino Flexib. Algodón,L,1,"20174,2695","37.999,00","$ 27.495,17","3419,91","3900,99","3.900,99",19%,"3.900,99"
18-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,M,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
19-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
19-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,XXL,1,"69790,812","179.999,00","$ 143.096,68","21599,88","51705,99","51.705,99",74%,"51.705,99"
19-ago,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,M,1,"20174,2695","37.999,00","26925,18","3419,91",3331,"3.331,00",17%,"3.331,00"
19-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
19-ago,ML,AULM080AVF,NA,Alg. Vent. Australiano,S,1,"19971,05","43.999,00","$ 31.590,67","5279,88","6339,74","6.339,74",32%,"6.339,74"
19-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,S,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
20-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
20-ago,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,L,1,"18615,366","37.999,00","$ 27.495,17","4.559,88","4319,92","4.319,92",23%,"4.319,92"
20-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
20-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,L,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
20-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"25389,672","57.999,00","$ 42.187,19","6959,88","9837,64","9.837,64",39%,"9.837,64"
21-ago,ML,AULM080CEF,MA,Cuero Engrasado,XS,1,"57716,274","114.999,00","$ 91.212,92","13799,88","19696,77","19.696,77",34%,"19.696,77"
21-ago,ML,CAJA,,CAJA LAGOMARSINO,,1,1500,"4.499,00","$ 2.923,02","404,91","1018,11","1.018,11",68%,"1.018,11"
21-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,M,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
21-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
22-ago,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","57.999,00","$ 43.347,17","6959,88","10997,62","10.997,62",43%,"10.997,62"
22-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,XL,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
23-ago,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"50269,8735","93.999,00","$ 73.578,17","11279,88","12028,42","12.028,42",24%,"12.028,42"
23-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
23-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
24-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
24-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
25-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
26-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
26-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 38.908,19","6479,88","9070,47","9.070,47",39%,"9.070,47"
26-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
27-ago,ML,,NAR,Gorra Lino,,1,10000,23999,"$ 15.738,67",,"5738,67","5.738,67",57%,"5.738,67"
27-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
27-ago,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",S,1,"25389,672","57.999,00","$ 42.477,18","6959,88","10127,63","10.127,63",40%,"10.127,63"
27-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,XL,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
28-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
28-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
28-ago,ML,AULM080CEF,MA,Cuero Engrasado,S,1,"57716,274","129.999,00","$ 92.889,25","15599,88","19573,1","19.573,10",34%,"19.573,10"
28-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.988,17","6479,88","10150,45","10.150,45",43%,"10.150,45"
28-ago,ML,AULM080CNF,MA,Cuero Nobuk,M,1,"50269,8735","93.999,00","$ 73.578,17","11279,88","12028,42","12.028,42",24%,"12.028,42"
28-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"23357,84","46.000,00","$ 41.400,00",,"18042,16","18.042,16",77%,"18.042,16"
29-ago,ML,BHLM080RIDF,NA,Rafia Italiana Bahia,XL,1,"22257,08","43.999,00","$ 31.590,67","3959,91","5373,68","5.373,68",24%,"5.373,68"
29-ago,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,XL,1,"62061,3","159.999,00","$ 129.001,67","19199,88","47740,49","47.740,49",77%,"47.740,49"
29-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,XL,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
31-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
31-ago,ML,PALM080FLL,MA,FIELTRO PAMPA 8,S,1,"69790,812","179.999,00","$ 145.796,67","21599,88","54405,98","54.405,98",78%,"54.405,98"
31-ago,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","57.999,00","$ 43.347,17","6959,88","10997,62","10.997,62",43%,"10.997,62"
31-ago,ML,,,Delantal Cuero,,1,30000,62999,"48.131,40","2519,96","15611,44","15.611,44",52%,"15.611,44"
31-ago,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,L,0,0,-,"$ 0,00",-,0,-,#¡DIV/0!,-
01-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XXL,0,0,-,"$ 0,00",-,0,-,#¡DIV/0!,-
01-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
01-sep,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,XL,1,"24372,0015","43.999,00","$ 30.974,68","3959,91","2642,77","2.642,77",11%,"2.642,77"
01-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
01-sep,ML,AULM080CNF,MA,Cuero Nobuk,XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
01-sep,ML,AULM080CEF,MA,Cuero Engrasado,S,1,"57716,274","114.999,00","91327,92","13799,88","19811,77","19.811,77",34%,"19.811,77"
01-sep,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"18615,366","43.999,00","$ 32.577,67","5.279,88","8682,42","8.682,42",47%,"8.682,42"
01-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
02-sep,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"18615,366","43.999,00","$ 32.577,67","5.279,88","8682,42","8.682,42",47%,"8.682,42"
02-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"25389,672","57.999,00","$ 42.245,19","6959,88","9895,64","9.895,64",39%,"9.895,64"
03-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
03-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
03-sep,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"57716,274","114.999,00","91327,92","13799,88","19811,77","19.811,77",34%,"19.811,77"
03-sep,ML,PALM080FLL,MA,FIELTRO PAMPA 8,XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
03-sep,ML,PALM080FLL,MA,FIELTRO PAMPA 8,XL,1,"69790,812","179.999,00","$ 142.376,69","21599,88",50986,"50.986,00",73%,"50.986,00"
04-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"23357,84","53.999,00","$ 40.042,17","6479,88","10204,45","10.204,45",44%,"10.204,45"
04-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
04-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 42.245,19","6959,88","9895,64","9.895,64",39%,"9.895,64"
04-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,2,"50779,344","115.998,00","$ 86.810,34","13919,76","22111,24","22.111,24",44%,"22.111,24"
05-sep,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"57716,274","114.999,00","89602,93","13799,88","18086,78","18.086,78",31%,"18.086,78"
06-sep,ML,AULM080CEF,NE,Cuero Engrasado,XXL,1,"57716,274","129.999,00","$ 93.019,25","15599,88","19703,1","19.703,10",34%,"19.703,10"
06-sep,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,M,1,"24372,0015","43.999,00","$ 30.754,69","3959,91","2422,78","2.422,78",10%,"2.422,78"
06-sep,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"18615,366","43.999,00","$ 32.577,67","5.279,88","8682,42","8.682,42",47%,"8.682,42"
06-sep,ML,AULM080CNF,NA,Cuero Nobuk,S,1,"50269,8735","93.999,00","$ 73.672,17","11279,88","12122,42","12.122,42",24%,"12.122,42"
06-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
06-sep,ML,PALM080FLL,NE,FIELTRO PAMPA 8,XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
07-sep,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,S,1,"24371,82","43.999,00","$ 31.634,67","3959,91","3302,94","3.302,94",14%,"3.302,94"
07-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
07-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,S,1,"18615,366","43.999,00","$ 32.577,67","5.279,88","8682,42","8.682,42",47%,"8.682,42"
07-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XXL,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
07-sep,ML,,NAR,Gorra Lino,L,1,10000,23999,"$ 15.762,67","2879,88","2882,79","2.882,79",29%,"2.882,79"
07-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,0,0,-,"$ 0,00",-,0,-,#¡DIV/0!,-
07-sep,ML,AULM080CEF,NE,Cuero Engrasado,XL,1,"57716,274","121.000,00","90.000,00",,"32283,73","32.283,73",56%,"32.283,73"
08-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
08-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"23357,84","53.999,00","$ 40.042,17","6479,88","10204,45","10.204,45",44%,"10.204,45"
08-sep,ML,VELM000AFE,NA,Gorra Vento Lagomarsino Flexib. Algodón,M,1,"20174,2695","43.999,00","$ 32.577,67","3959,91","8443,49","8.443,49",42%,"8.443,49"
09-sep,ML,AULM080CNF,NA,Cuero Nobuk,S,1,"50269,8735","114.999,00","$ 91.327,92","13799,88","27258,17","27.258,17",54%,"27.258,17"
09-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
09-sep,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"57716,274","121.999,00","$ 97.213,17","14639,88","24857,02","24.857,02",43%,"24.857,02"
09-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 43.405,17","6959,88","11055,62","11.055,62",44%,"11.055,62"
09-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 42.535,18","6959,88","10185,63","10.185,63",40%,"10.185,63"
10-sep,ML,KELM000ACE,NA,Gorra KENT+Caja,L,1,"19031,754","43.999,00","$ 32.334,67","5.279,88","8023,04","8.023,04",42%,"8.023,04"
10-sep,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XXL,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
10-sep,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XXL,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
10-sep,ML,KELM000ACE,NA,Gorra KENT+Caja,L,1,"19031,754","43.999,00","$ 32.334,67","5.279,88","8023,04","8.023,04",42%,"8.023,04"
11-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,L,1,"18615,366","43.999,00","$ 31.674,68","5.279,88","7779,43","7.779,43",42%,"7.779,43"
11-sep,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
12-sep,ML,PALM080FLL,MA,FIELTRO PAMPA 8,XL,1,"69790,812","179.999,00","$ 145.896,17","21599,88","54505,48","54.505,48",78%,"54.505,48"
12-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"18615,366","43.999,00","$ 32.334,67","5.279,88","8439,42","8.439,42",45%,"8.439,42"
12-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,S,1,"18615,366","43.999,00","$ 32.334,67","5.279,88","8439,42","8.439,42",45%,"8.439,42"
13-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
13-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
13-sep,ML,230,,Cuchillo Artesanal Mission Acero Negro A De Caza 0230,,1,"15806,7987","$ 35.962,38","$ 25.249,57","1438,4952","8004,28","8.004,28",51%,"8.004,28"
13-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
13-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
14-sep,ML,KELM000ACE,NA,Gorra KENT+Caja,L,1,"19031,754","43.999,00","$ 32.334,67","5.279,88","8023,04","8.023,04",42%,"8.023,04"
14-sep,ML,BHLM080RIDF,NA,Rafia Italiana Bahia,XL,1,"22257,08","43.999,00","$ 31.554,17","3959,91","5337,18","5.337,18",24%,"5.337,18"
14-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
14-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"18615,366","43.999,00","$ 32.334,67","5.279,88","8439,42","8.439,42",45%,"8.439,42"
14-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
15-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
15-sep,ML,,,Delantal Cuero,,1,30000,62999,"48.108,90","2519,96","15588,94","15.588,94",52%,"15.588,94"
16-sep,ML,VELM000AFE,NA,Gorra Vento Lagomarsino Flexib. Algodón,XL,1,"20174,2695","43.999,00","$ 32.334,67","3959,91","8200,49","8.200,49",41%,"8.200,49"
16-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
16-sep,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
17-sep,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,S,1,"24371,82","43.999,00","$ 31.565,17","3959,91","3233,44","3.233,44",13%,"3.233,44"
17-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
17-sep,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,"57716,274","121.999,00","$ 97.132,67","14639,88","24776,52","24.776,52",43%,"24.776,52"
18-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 42.454,68","6959,88","10105,13","10.105,13",40%,"10.105,13"
18-sep,ML,AULM080CNF,MA,Cuero Nobuk,XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
18-sep,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"18615,366","43.999,00","$ 31.674,68","5.279,88","7779,43","7.779,43",42%,"7.779,43"
18-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
18-sep,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23357,84","53.999,00","$ 39.961,67","6479,88","10123,95","10.123,95",43%,"10.123,95"
19-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
19-sep,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,1,"19971,05","43.999,00","$ 30.894,18","5279,88","5643,25","5.643,25",28%,"5.643,25"
19-sep,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"25389,672","57.999,00","$ 43.324,67","6959,88","10975,12","10.975,12",43%,"10.975,12"
